x_volume_ml,UV 1_280_mAU,UV 2_295_mAU,UV 3_0_mAU,Cond_mS/cm,% Cond_%,Conc B_%,System flow_ml/min,System linear flow_cm/h,PreC pressure_MPa,DeltaC pressure_MPa,Sample flow_ml/min,Sample linear flow_cm/h,Sample pressure_MPa,pH_None,System pressure_MPa,PostC pressure_MPa,Cond temp_°C,xUV cell path length_cm,Sample flow (CV/h)_CV/h,System flow (CV/h)_CV/h
0.0,-0.0016426085494458675,0.009714183397591114,0.0,17.23486328125,,,,,,,,,,,-0.00033028636244125664,,,,,
0.0008816985646262765,-0.024742627516388893,,,,,,,,,,,,,,0.0051860748790204525,,,,,
0.005757537670433521,-0.02593996562063694,,,17.23485565185547,,,,,,,,,,,0.26444706320762634,,,,,
0.014920857734978199,-0.027137303724884987,0.016336917877197266,0.0,,,,,,,,,,,,0.47601234912872314,,,,,
0.02772621065378189,-0.028334641829133034,,,17.234834671020508,,,,,,,,,,,0.5406681895256042,,,,,
0.04099154472351074,-0.02953197807073593,,,,,,,,,,,,,,0.544859766960144,,,,,
0.0543549619615078,-0.030495665967464447,,,17.23284912109375,,,,,,,,,,,0.549580991268158,,,,,
0.0679713785648346,-0.031359221786260605,,,,,,,,,,,,,,0.548518180847168,,,,,
0.08144620805978775,-0.03137075901031494,0.024872303009033203,0.0,17.0190486907959,,,,,,,,,,,0.5445665121078491,,,,,
0.09482534229755402,-0.03116929717361927,,,,,,,,,,,,,,0.5407807230949402,,,,,
0.10803131014108658,-0.031298279762268066,,,16.861427307128906,,,,,,,,,,,0.5375887751579285,,,,,
0.12146718055009842,-0.032749056816101074,,,,,,,,,,,,,,0.528948187828064,,,,,
0.1348172128200531,-0.03419983386993408,,,16.7504825592041,,,,,,,,,,,0.5274617671966553,,,,,
0.14807142317295074,-0.03565061092376709,0.027965307235717773,0.0,,,,,,,,,,,,0.5267752408981323,,,,,
0.16124612092971802,-0.0371013879776001,,,16.702606201171875,,,,,,,,,,,0.527693510055542,,,,,
0.1746305376291275,-0.03859221935272217,,,,,,,,,,,,,,0.5261989235877991,,,,,
0.18804489076137543,-0.04010975360870361,,,16.70107650756836,,,,,,,,,,,0.5257027745246887,,,,,
0.2013113796710968,-0.04159080982208252,,,,,,,,,,,,,,0.5254776477813721,,,,,
0.2145313173532486,-0.04292595386505127,0.02595663070678711,0.0,16.71556854248047,,,,,,,,,,,0.5262948870658875,,,,,
0.22789594531059265,-0.04432785511016846,,,,,,,,,,,,,,0.5233898758888245,,,,,
0.241281196475029,-0.045996785163879395,,,16.729867935180664,,,,,,,,,,,0.5244958996772766,,,,,
0.2545414865016937,-0.04766571521759033,,,,,,,,,,,,,,0.5223973989486694,,,,,
0.26778796315193176,-0.04885983467102051,,,16.74065399169922,,,,,,,,,,,0.5228184461593628,,,,,
0.2811618447303772,-0.0498504638671875,0.018432974815368652,0.0,,,,,,,0.005795175675302744,,,,,0.5206140279769897,0.4106944501399994,,,,
0.29461851716041565,-0.05082261562347412,,,16.74802017211914,,,,,0.41648969054222107,,,,,,0.5201985836029053,,,,,
0.30788785219192505,-0.05177628993988037,,,,16.86142921447754,99.19998931884766,8.000016212463379,,,,,,,,0.5184993147850037,,,,,685.7156982421875
0.3211115598678589,-0.052875638008117676,,,16.75371742248535,,,,0.0,,,0.0,0.0,,,0.5203637480735779,,,,0.0,
0.3344411253929138,-0.0545576810836792,,,,,,,,,,,,,,0.5175004601478577,,,0.20000000298023224,,
0.34786558151245117,-0.05626189708709717,0.009191393852233887,0.0,16.759199142456055,,,,,,,,,,,0.5189628005027771,,,,,
0.3611292541027069,-0.058165669441223145,,,,,,,,,,,,,3.0347650051116943,0.5168090462684631,,,,,
0.37437334656715393,-0.06006944179534912,,,16.76639747619629,,,,,,,,,,,0.5167821645736694,,,,,
0.3876652121543884,-0.06220686063170433,,,,,,,,,,,,,,0.5156458020210266,,,,,
0.4011770784854889,-0.06444442272186279,,,16.77570343017578,,,,,,,,,0.007242359686642885,,0.5172377228736877,,,,,
0.4144568145275116,-0.06689655780792236,-0.007743716239929199,0.0,,,,,,,-0.004459829069674015,,,,,0.5137248635292053,0.44923675060272217,,,,
0.42769455909729004,-0.06956326961517334,,,16.787687301635742,,,,,0.4447770118713379,,,,,,0.5161073207855225,,,,,
0.4409327507019043,-0.07189953327178955,,,,16.729867935180664,99.19998931884766,8.000016212463379,,,,,,,,0.513694703578949,,,,,685.7156982421875
0.4544214606285095,-0.0729140043258667,,,16.80162239074707,,,,0.0,,,0.0,0.0,,,0.5169754028320312,,,,0.0,
0.4676932990550995,-0.07391905784606934,,,,,,,,,,,,,,0.5127808451652527,,,0.20000000298023224,,
0.48094692826271057,-0.07483935356140137,-0.023229241371154785,0.0,16.81737518310547,,,,,,,,,,,0.5138420462608337,,,,,
0.4941478967666626,-0.0757596492767334,,,,,,,,,,,,,3.0303897857666016,0.5126465559005737,,,,,
0.5077359676361084,-0.07663989067077637,,,16.834123611450195,,,,,,,,,,,0.5138011574745178,,,,,
0.5210152864456177,-0.07749342918395996,,,,,,,,,,,,,,0.5113573670387268,,,,,
0.5342734456062317,-0.0781325101852417,,,16.851760864257812,,,,,,,,,0.007107618730515242,,0.5122565627098083,,,,,
0.5474404692649841,-0.07867968082427979,-0.03122401237487793,0.0,,,,,,,-0.0033040791749954224,,,,,0.5109090209007263,0.4399065673351288,,,,
0.5609850883483887,-0.07916009426116943,,,16.869518280029297,,,,,0.43660256266593933,,,,,,0.5143498778343201,,,,,
0.5742492079734802,-0.07937347888946533,,,,16.76639747619629,99.19998931884766,8.000016212463379,,,,,,,,0.510146975517273,,,,,685.7156982421875
0.5875064134597778,-0.07863771915435791,,,16.88650894165039,,,,0.0,,,0.0,0.0,,,0.5106063485145569,,,,0.0,
0.6007099747657776,-0.07410538196563721,,,,,,,,,,,,,,0.509694516658783,,,0.20000000298023224,,
0.6143141388893127,-0.0695730447769165,-0.0375286340713501,0.0,16.901004791259766,,,,,,,,,,,0.5123714208602905,,,,,
0.6275790929794312,-0.06505918502807617,,,,,,,,,,,,,3.025775671005249,0.5085715651512146,,,,,
0.6408277153968811,-0.06056380271911621,,,16.910987854003906,,,,,,,,,,,0.5094112157821655,,,,,
0.654033362865448,-0.043912649154663086,,,,,,,,,,,,,,0.5086320042610168,,,,,
0.6675534248352051,-0.01915764808654785,,,16.914051055908203,,,,,,,,,0.007131590507924557,,0.51207435131073,,,,,
0.6808355450630188,0.005619525909423828,-0.024847745895385742,0.0,,,,,,,-0.0008484577410854399,,,,,0.5088211894035339,0.4336080551147461,,,,
0.6940615177154541,0.030596256256103516,,,16.908994674682617,,,,,0.43275943398475647,,,,,,0.5081936717033386,,,,,
0.7072858214378357,0.05792045593261719,,,,16.834123611450195,99.19998931884766,8.000016212463379,,,,,,,,0.5073674917221069,,,,,685.7156982421875
0.7208691835403442,0.10637187957763672,,,16.89763641357422,,,,0.0,,,0.0,0.0,,,0.5109008550643921,,,,0.0,
0.734157383441925,0.15482330322265625,,,,,,,,,,,,,,0.5066499710083008,,,0.20000000298023224,,
0.7473843097686768,0.2034893035888672,0.06825017929077148,0.0,16.883134841918945,,,,,,,,,,,0.5075663328170776,,,,,
0.76059490442276,0.25236988067626953,,,,,,,,,,,,,3.0215437412261963,0.5060217976570129,,,,,
0.7741059064865112,0.3122217655181885,,,16.868240356445312,,,,,,,,,,,0.5099454522132874,,,,,
0.7873861193656921,0.37938785552978516,,,,,,,,,,,,,,0.5061734318733215,,,,,
0.8006442189216614,0.4465445280075073,,,16.854459762573242,,,,,,,,,0.007082910276949406,,0.5062748789787292,,,,,
0.8138552904129028,0.5136164426803589,0.28296542167663574,0.0,,,,,,,0.0006866671610623598,,,,,0.505740761756897,0.4311283230781555,,,,
0.8274432420730591,0.5818458795547485,,,16.842615127563477,,,,,0.4318150281906128,,,,,,0.5085365176200867,,,,,
0.8407120108604431,0.660493016242981,,,,16.910985946655273,99.19998931884766,8.000016212463379,,,,,,,,0.5044642090797424,,,,,685.7156982421875
0.8539698719978333,0.7391401529312134,,,16.832799911499023,,,,0.0,,,0.0,0.0,,,0.506235659122467,,,,0.0,
0.8671916723251343,0.817572832107544,,,,,,,,,,,,,,0.5053975582122803,,,0.20000000298023224,,
0.8806756138801575,0.8959136009216309,0.5993101596832275,0.0,16.82497215270996,,,,,,,,,,,0.5070933699607849,,,,,
0.893959105014801,0.9770217537879944,,,,,,,,,,,,,3.027981996536255,0.5055496692657471,,,,,
0.9072059392929077,1.0608974695205688,,,16.819135665893555,,,,,,,,,,,0.5052732229232788,,,,,
0.920405924320221,1.1438239812850952,,,,,,,,,,,,,,0.5055249333381653,,,,,
0.9339781999588013,1.2229539155960083,,,16.815095901489258,,,,,,,,,0.007177249062806368,,0.5069139003753662,,,,,
0.9472706913948059,1.3020838499069214,0.9754904508590698,0.0,,,,,,,0.0017986198654398322,,,,,0.5041308403015137,0.42966723442077637,,,,
0.9604953527450562,1.3835312128067017,,,16.81252670288086,,,,,0.4314660131931305,,,,,,0.5047731995582581,,,,,
